city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,>4,58,No
city_103,0.92,Male,No relevent experience,nan,Graduate,STEM,10,nan,nan,never,10,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,10/49,Pvt Ltd,>4,150,No
city_16,0.91,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,>4,144,No
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,320,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,46,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,314,Yes
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,<10,Early Stage Startup,never,50,No
city_64,0.6659999999999999,nan,No relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,3,71,No
city_46,0.762,Male,No relevent experience,Part time course,High School,nan,3,nan,nan,never,72,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,74,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,4,16,No
city_46,0.762,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,113,Yes
city_46,0.762,Male,No relevent experience,no_enrollment,Phd,STEM,14,100-500,Public Sector,never,188,No
city_114,0.926,nan,Has relevent experience,Part time course,Graduate,STEM,4,10000+,nan,1,272,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,19,No
city_16,0.91,nan,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,146,No
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,3,28,Yes
city_10,0.895,nan,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,124,No
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,1,19,No
city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,4,310,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,nan,nan,>4,34,Yes
city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Public Sector,>4,26,Yes
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,72,No
city_28,0.939,nan,Has relevent experience,no_enrollment,nan,nan,18,50-99,Pvt Ltd,nan,47,Yes
city_1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,6,10/49,nan,1,3,No
city_114,0.926,nan,No relevent experience,Part time course,High School,nan,9,<10,nan,nan,76,No
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,6,nan,nan,1,172,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,8,No
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,38,No
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Funded Startup,1,118,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,84,Yes
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,10,No
city_20,0.7959999999999999,nan,No relevent experience,no_enrollment,Graduate,Humanities,7,100-500,nan,1,114,No
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,50-99,Early Stage Startup,1,8,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,50,No
city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,7,<10,Funded Startup,3,48,No
city_159,0.843,Male,Has relevent experience,Part time course,High School,nan,5,500-999,Public Sector,3,65,No
city_138,0.836,Male,Has relevent experience,Full time course,High School,nan,3,50-99,Pvt Ltd,1,10,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,37,No
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,nan,1,50,No
city_103,0.92,Female,No relevent experience,Full time course,Graduate,No Major,10,nan,nan,never,4,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,1,22,Yes
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,4,90,No
city_160,0.92,nan,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,8,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,NGO,1,13,No
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,nan,>20,<10,Pvt Ltd,1,88,No
city_102,0.804,nan,Has relevent experience,no_enrollment,Masters,STEM,10,nan,nan,1,48,No
city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,292,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,nan,1,116,No
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,nan,14,50-99,Pvt Ltd,2,107,No
city_114,0.926,Male,Has relevent experience,Full time course,High School,nan,4,nan,nan,2,47,No
city_73,0.754,nan,No relevent experience,no_enrollment,Graduate,Humanities,15,10/49,Pvt Ltd,>4,48,Yes
city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,13,100-500,nan,2,19,No
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,never,113,Yes
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,nan,133,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,58,No
city_89,0.925,nan,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,>4,6,No
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,9,No
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,1,71,No
city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Early Stage Startup,2,52,No
city_103,0.92,nan,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,never,7,No
city_21,0.624,nan,No relevent experience,Full time course,High School,nan,5,nan,nan,never,91,Yes
city_45,0.89,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,51,No
city_103,0.92,Male,No relevent experience,Full time course,High School,nan,<1,nan,nan,never,12,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,>4,22,No
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,9,50-99,nan,never,55,No
city_136,0.897,nan,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1,6,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,12,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,2,42,Yes
city_103,0.92,nan,No relevent experience,no_enrollment,Graduate,STEM,7,nan,nan,1,212,No
city_102,0.804,nan,No relevent experience,no_enrollment,Graduate,Arts,10,<10,Pvt Ltd,1,37,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,,10000+,nan,nan,64,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,52,No
city_46,0.762,Male,No relevent experience,Full time course,Graduate,STEM,6,nan,nan,1,46,No
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,32,Yes
city_73,0.754,Male,No relevent experience,Part time course,Masters,STEM,10,10000+,Public Sector,2,41,No
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,32,No
city_80,0.847,Male,No relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,9,No
city_21,0.624,nan,No relevent experience,Full time course,nan,nan,2,nan,nan,nan,61,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,5,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,86,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,nan,1,82,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,160,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,9,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,35,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,63,No
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,25,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,24,No
city_142,0.727,nan,Has relevent experience,no_enrollment,Masters,STEM,7,nan,nan,1,50,Yes
city_102,0.804,nan,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,4,13,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,nan,nan,>4,20,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,152,No
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,1,nan,nan,never,26,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,8,100-500,NGO,1,128,No
city_36,0.893,Female,No relevent experience,Full time course,High School,nan,2,100-500,Public Sector,1,32,No
city_114,0.926,nan,Has relevent experience,no_enrollment,Phd,STEM,18,1000-4999,Pvt Ltd,4,122,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Public Sector,2,107,No
city_16,0.91,nan,No relevent experience,no_enrollment,Masters,Humanities,13,nan,nan,never,62,No
city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,53,No
city_162,0.767,nan,Has relevent experience,nan,Graduate,STEM,9,nan,nan,1,50,Yes
city_46,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,3,nan,nan,2,47,Yes
city_76,0.698,nan,No relevent experience,no_enrollment,Graduate,STEM,1,nan,nan,1,63,Yes
city_7,0.647,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,133,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,55,No
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,10,nan,nan,2,39,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,1,20,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,22,No
city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,>20,nan,nan,>4,16,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,55,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,39,No
city_61,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,9,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,11,nan,Pvt Ltd,3,3,No
city_103,0.92,nan,No relevent experience,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,2,55,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,134,Yes
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,15,No
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,nan,nan,>4,106,Yes
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,80,No
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,nan,1,12,Yes
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,68,No
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,10,nan,nan,2,8,No
city_16,0.91,Male,No relevent experience,no_enrollment,High School,nan,3,nan,nan,never,182,No
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,<1,nan,nan,never,15,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,2,61,No
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,2,1000-4999,Pvt Ltd,1,160,No
city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,6,nan,nan,2,6,Yes
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,5000-9999,Pvt Ltd,2,124,No
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,16,nan,nan,>4,35,Yes
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,63,No
city_74,0.579,nan,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,62,No
city_114,0.926,nan,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,never,16,No
city_114,0.926,nan,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,103,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,Business Degree,10,10000+,Pvt Ltd,2,15,No
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,12,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,57,No
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,278,No
city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,1,21,No
city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,5,nan,nan,1,106,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,12,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,43,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,96,No
city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,13,nan,nan,3,37,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,116,Yes
city_21,0.624,Male,Has relevent experience,nan,Masters,STEM,15,50-99,Pvt Ltd,>4,204,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,1,2,No
city_45,0.89,Male,Has relevent experience,no_enrollment,High School,nan,>20,500-999,Pvt Ltd,>4,43,No
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,nan,2,306,Yes
city_16,0.91,nan,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,28,No
city_150,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,12,10000+,Pvt Ltd,>4,27,No
city_61,0.913,nan,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,nan,1,74,No
city_160,0.92,nan,No relevent experience,no_enrollment,Graduate,Arts,12,100-500,nan,1,70,No
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,47,No
city_67,0.855,Male,No relevent experience,no_enrollment,Masters,Business Degree,15,nan,nan,2,23,No
city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,never,17,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,4,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,65,No
city_136,0.897,Male,Has relevent experience,nan,nan,nan,>20,nan,nan,>4,22,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,94,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,8,Yes
city_61,0.913,nan,No relevent experience,Full time course,High School,nan,2,nan,nan,never,32,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,8,nan,nan,2,55,No
city_158,0.7659999999999999,nan,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,158,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,2,26,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,nan,nan,1,6,No
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,4,nan,nan,never,78,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,1,46,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,52,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,55,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,7,<10,Pvt Ltd,1,116,No
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,9,nan,nan,never,92,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,67,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,45,No
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,nan,1,44,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,7,Yes
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,3,51,Yes
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,3,31,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,3,41,No
city_103,0.92,nan,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,18,No
city_173,0.878,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,15,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,No Major,>20,1000-4999,Pvt Ltd,1,72,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,28,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,1,44,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,nan,1,106,No
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,Business Degree,2,nan,nan,2,37,Yes
city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,2,238,No
city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,80,No
city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,>4,35,No
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,15,10/49,Pvt Ltd,>4,53,No
city_104,0.924,Male,No relevent experience,Full time course,High School,nan,3,nan,Pvt Ltd,never,30,No
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,2,135,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,64,Yes
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Funded Startup,1,15,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,94,No
city_71,0.884,nan,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,NGO,1,165,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,162,No
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,40,No
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,3,88,No
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,2,174,No
city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,Other,7,50-99,Pvt Ltd,2,83,No
city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,never,12,No
