Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,target
C,Ship,4,3,250,2,low,F,46,2878,Yes
C,Ship,4,4,196,3,medium,F,2,4320,Yes
A,Road,4,4,206,3,low,M,2,5572,Yes
C,Flight,3,3,159,2,medium,F,6,5269,No
B,Ship,3,4,250,3,low,M,6,5565,No
F,Ship,4,2,265,4,medium,F,40,2637,Yes
F,Ship,3,3,167,4,medium,M,1,5301,No
C,Ship,4,3,139,3,medium,F,47,1323,Yes
C,Ship,4,4,202,4,medium,M,4,4053,No
F,Flight,6,5,305,4,low,F,7,1099,Yes
F,Ship,4,1,234,5,low,M,3,1134,No
C,Ship,3,2,183,2,medium,F,6,4313,Yes
D,Flight,4,3,173,3,medium,F,2,4351,No
C,Ship,4,1,202,2,low,M,40,2327,Yes
D,Ship,3,2,213,2,low,M,22,3248,Yes
C,Ship,2,2,173,2,medium,M,34,1575,Yes
A,Road,3,1,158,2,low,M,2,1284,Yes
F,Road,4,2,162,6,low,F,4,4094,No
B,Ship,6,5,161,4,medium,F,20,1338,Yes
D,Ship,3,3,211,4,high,F,22,2942,Yes
F,Ship,4,5,133,2,medium,M,39,1106,Yes
B,Road,5,2,173,3,low,F,7,1855,Yes
B,Ship,6,4,294,4,medium,M,6,1112,No
B,Ship,4,4,191,6,low,F,60,3425,Yes
F,Ship,2,1,108,3,low,M,4,5924,Yes
F,Road,6,1,243,4,high,F,22,3537,Yes
B,Flight,4,5,273,2,high,M,63,3516,Yes
D,Ship,7,2,255,4,medium,F,10,1372,No
F,Ship,3,5,146,3,medium,F,30,1569,Yes
D,Flight,5,4,263,3,medium,M,59,3978,Yes
B,Ship,5,4,255,4,medium,F,38,2771,Yes
B,Ship,5,1,262,5,medium,M,4,1196,No
F,Ship,7,2,276,4,low,M,9,1022,Yes
F,Flight,5,4,259,5,low,M,10,1177,No
D,Ship,3,2,234,3,medium,M,33,2789,Yes
C,Ship,4,4,173,3,medium,F,61,1609,Yes
D,Ship,4,1,247,3,low,M,5,5636,Yes
A,Ship,6,4,272,4,low,F,7,1706,Yes
D,Ship,3,4,154,2,medium,M,5,5735,Yes
B,Ship,3,3,148,5,medium,M,61,1452,Yes
F,Flight,3,4,214,2,low,M,7,5256,Yes
F,Ship,4,1,269,2,medium,F,8,4930,No
A,Ship,3,3,262,7,high,F,9,5097,No
F,Ship,6,2,286,4,medium,M,6,1556,Yes
B,Road,3,4,261,2,medium,F,1,3398,Yes
A,Ship,4,4,239,5,low,F,6,1239,No
F,Ship,4,4,154,3,low,M,52,1367,Yes
F,Flight,3,4,212,3,low,F,8,5214,No
A,Ship,4,4,247,2,medium,M,9,5095,No
F,Road,4,3,174,3,low,F,3,4846,Yes
C,Ship,3,4,236,4,medium,M,2,1016,No
F,Ship,3,4,186,2,medium,F,9,5841,No
F,Ship,4,2,276,6,high,F,36,2843,Yes
A,Road,4,1,192,4,low,M,3,1689,No
D,Ship,5,5,234,5,medium,M,9,1812,No
C,Road,6,2,239,4,medium,F,7,4589,No
D,Ship,3,5,199,3,medium,F,62,3259,Yes
A,Ship,3,4,157,3,low,F,32,1370,Yes
D,Ship,3,5,113,2,low,F,19,1660,Yes
F,Flight,5,1,171,4,medium,F,9,4418,Yes
F,Ship,2,5,167,3,medium,M,8,4605,No
D,Flight,4,2,283,2,high,F,1,4115,No
A,Road,6,3,261,4,medium,F,8,1397,Yes
C,Ship,2,5,243,3,medium,F,9,4182,No
B,Ship,4,5,272,4,medium,F,9,5034,Yes
C,Ship,4,5,143,3,medium,M,2,5286,Yes
A,Flight,2,4,151,4,low,F,6,1803,No
D,Ship,4,5,269,4,medium,M,60,3456,Yes
A,Ship,3,1,187,3,medium,M,2,5154,Yes
D,Road,4,4,146,2,medium,F,5,4356,No
F,Ship,2,1,100,3,low,M,1,5776,Yes
B,Ship,5,3,184,4,medium,F,2,3798,Yes
F,Ship,5,4,162,2,low,F,54,1635,Yes
A,Ship,4,1,153,4,low,M,7,1130,Yes
B,Flight,3,1,191,3,low,M,1,4705,No
B,Ship,2,4,136,3,low,M,43,1958,Yes
A,Flight,4,5,140,3,low,F,7,5383,No
D,Road,4,3,223,10,low,F,21,2943,Yes
F,Flight,4,1,179,3,high,M,5,4129,No
A,Ship,5,3,235,4,medium,F,10,4011,No
D,Ship,4,5,224,2,low,M,6,4994,No
F,Ship,5,2,224,2,medium,M,8,4047,Yes
C,Ship,6,1,196,4,medium,F,2,5844,No
B,Flight,5,4,258,2,medium,F,24,2878,Yes
F,Ship,4,2,232,2,low,M,5,4907,No
F,Ship,5,5,182,3,medium,F,27,3039,Yes
F,Flight,3,5,161,3,low,M,2,4475,No
B,Ship,4,3,175,3,low,F,2,5208,No
F,Ship,6,5,278,4,low,M,2,1167,Yes
F,Ship,4,2,239,3,low,F,4,5916,No
A,Road,4,5,163,3,medium,F,2,4887,No
A,Ship,4,4,258,5,low,M,7,1261,Yes
B,Ship,4,5,194,8,medium,F,9,4843,Yes
A,Ship,5,5,259,2,medium,M,63,2583,Yes
C,Ship,4,4,140,8,medium,F,2,5481,No
A,Ship,3,4,267,3,low,F,55,2923,Yes
C,Ship,3,1,245,4,high,F,47,3111,Yes
B,Road,4,5,176,3,high,F,1,5096,Yes
A,Ship,3,4,225,4,low,F,8,5209,No
D,Flight,4,4,148,3,low,M,4,5716,Yes
F,Road,4,5,174,3,medium,F,8,5576,No
A,Road,5,4,275,5,low,M,4,1522,Yes
C,Ship,3,3,205,2,low,F,15,3231,Yes
D,Ship,4,1,240,4,low,M,9,4471,Yes
C,Ship,5,4,241,5,medium,M,1,1924,Yes
F,Ship,4,3,197,3,medium,F,6,5395,No
D,Ship,3,4,182,3,medium,F,2,5281,Yes
C,Ship,3,2,183,3,medium,M,9,4282,No
F,Flight,3,2,226,3,low,F,5,5484,No
A,Flight,5,4,250,4,medium,M,4,4531,No
F,Ship,4,4,218,4,low,M,45,3234,Yes
A,Flight,3,4,135,3,low,M,11,1740,Yes
A,Ship,3,4,212,2,low,M,33,2021,Yes
B,Ship,2,1,207,4,low,M,1,5742,No
D,Flight,5,4,212,6,medium,F,5,2041,Yes
F,Ship,5,3,267,5,low,F,1,1505,No
A,Road,3,1,133,3,medium,M,6,5464,Yes
C,Ship,4,4,234,2,medium,F,8,5744,No
B,Road,5,1,241,5,low,F,1,1146,No
A,Ship,5,3,191,3,high,F,6,4244,No
B,Ship,2,1,208,2,low,M,10,4671,Yes
F,Ship,3,3,167,3,medium,F,42,1363,Yes
B,Ship,3,2,184,4,medium,F,10,2972,Yes
A,Flight,5,5,175,6,medium,F,2,4995,Yes
B,Ship,4,3,243,3,medium,M,1,5021,No
C,Ship,4,3,261,2,high,M,47,2336,Yes
A,Ship,3,1,213,3,high,F,6,5535,No
D,Ship,2,5,277,3,medium,M,6,1032,No
B,Ship,5,5,242,5,medium,M,3,1444,Yes
A,Ship,6,4,249,4,low,M,10,1318,No
C,Ship,3,3,154,2,low,F,57,1096,Yes
C,Ship,4,4,237,3,medium,M,2,4760,No
C,Flight,3,4,138,3,medium,F,10,4327,Yes
B,Road,5,2,223,5,medium,M,5,1484,Yes
B,Ship,4,2,258,5,medium,F,1,1010,No
F,Road,3,4,175,3,low,F,2,5272,No
C,Ship,2,4,182,4,medium,M,1,3624,Yes
B,Road,3,3,250,3,low,F,5,4625,No
D,Ship,3,4,230,3,high,F,22,3546,Yes
B,Ship,4,2,145,3,medium,F,7,5823,No
F,Ship,3,4,211,3,high,M,8,5191,Yes
D,Ship,4,3,180,4,low,M,14,1686,Yes
D,Ship,5,3,127,3,low,F,43,1446,Yes
C,Ship,4,3,220,3,low,F,6,4894,Yes
A,Ship,5,1,269,3,low,F,5,5031,No
F,Ship,5,5,265,3,low,M,3,5637,No
D,Flight,3,5,238,2,low,F,8,5769,No
F,Ship,4,3,134,3,high,F,22,1629,Yes
A,Ship,5,4,259,3,low,F,38,3720,Yes
A,Ship,4,2,235,6,low,M,6,1386,No
F,Ship,2,3,117,2,medium,M,36,1210,Yes
C,Road,3,3,156,6,low,M,45,1602,Yes
F,Ship,3,4,260,4,high,M,17,2666,Yes
D,Road,3,4,130,2,medium,F,42,1213,Yes
D,Ship,6,5,250,2,low,F,7,4724,No
A,Flight,3,3,253,4,medium,F,57,2489,Yes
A,Ship,3,2,177,2,medium,F,23,1929,Yes
A,Ship,4,4,155,3,medium,F,35,1421,Yes
F,Ship,4,1,186,4,medium,F,57,3880,Yes
F,Ship,5,5,216,4,medium,F,1,4092,Yes
C,Ship,7,1,257,4,low,M,1,1405,Yes
B,Flight,5,5,251,6,medium,M,4,1077,No
C,Road,4,2,169,3,low,M,10,4309,Yes
C,Flight,5,1,266,3,low,M,8,4786,Yes
F,Road,4,4,197,5,low,M,8,4793,No
B,Road,4,2,274,5,low,F,8,1246,No
A,Ship,2,2,157,3,low,M,1,1477,Yes
F,Ship,4,3,212,4,low,M,28,2422,Yes
B,Ship,5,5,236,5,low,F,7,1137,No
A,Flight,3,4,186,2,low,F,4,4585,No
B,Road,3,5,205,4,low,M,2,5294,No
F,Flight,4,5,142,10,high,F,5,4147,Yes
F,Road,4,3,161,3,low,F,52,1199,Yes
A,Road,3,3,150,2,medium,F,61,1053,Yes
B,Flight,4,3,117,3,medium,F,4,4666,No
B,Ship,4,4,226,5,medium,F,12,2708,Yes
C,Ship,5,5,239,6,low,M,1,1384,No
B,Road,3,2,268,10,medium,M,9,4483,No
B,Ship,3,1,174,4,low,M,18,1072,Yes
F,Ship,7,4,277,5,low,M,4,1373,No
F,Ship,5,3,222,3,medium,F,10,4597,No
C,Ship,4,2,190,2,medium,M,37,2563,Yes
F,Ship,4,4,222,2,low,M,5,5660,No
A,Flight,2,5,271,3,low,M,4,5775,No
F,Road,5,3,232,7,medium,M,6,5285,Yes
F,Ship,5,3,188,7,medium,M,3,3637,Yes
F,Ship,7,1,289,4,low,F,4,1543,Yes
B,Ship,5,4,244,3,medium,F,3,4015,No
F,Ship,5,1,139,3,medium,F,1,5953,Yes
D,Ship,4,1,243,5,medium,F,1,4624,Yes
F,Ship,3,4,239,2,low,F,10,5674,Yes
F,Flight,4,4,261,3,medium,M,2,4140,No
A,Ship,4,2,136,4,medium,M,9,5038,No
F,Road,5,1,225,5,low,M,2,1812,No
B,Road,4,1,147,3,low,F,15,1956,Yes
D,Ship,4,4,229,5,low,M,7,1049,Yes
F,Flight,4,5,173,4,low,M,7,4978,Yes
F,Ship,6,5,255,4,low,F,9,1113,No
C,Road,3,3,155,3,medium,M,5,4957,Yes
D,Ship,3,3,205,2,medium,F,58,2187,Yes
B,Ship,4,3,202,3,low,F,48,2213,Yes
A,Ship,2,2,199,3,low,M,1,4697,Yes
B,Ship,3,2,209,2,medium,F,2,4635,No
F,Road,2,1,123,4,low,F,53,1036,Yes
A,Ship,4,2,272,3,medium,F,1,4933,Yes
F,Ship,3,1,156,3,medium,M,49,1253,Yes
C,Flight,6,3,264,4,medium,F,6,1622,Yes
B,Ship,7,1,258,4,low,F,3,1482,No
B,Ship,3,2,214,2,medium,M,7,1693,No
A,Road,5,1,174,5,medium,F,6,4677,No
B,Road,4,3,207,4,low,M,5,5008,Yes
A,Road,3,1,228,2,low,F,7,4977,No
F,Flight,5,4,151,3,low,F,4,5522,No
F,Ship,5,1,221,6,medium,F,7,1841,Yes
C,Ship,4,2,174,3,low,M,4,5625,No
F,Road,3,4,191,5,medium,F,4,4243,Yes
A,Flight,4,2,236,3,medium,M,9,4725,No
F,Road,5,2,251,3,low,M,9,4298,Yes
B,Ship,3,1,131,4,low,M,1,1628,No
F,Road,5,4,211,6,low,M,33,3955,Yes
F,Ship,2,4,272,2,medium,M,4,4632,No
F,Ship,3,3,200,3,low,M,3,5739,No
D,Road,3,5,251,3,low,F,21,2476,Yes
A,Ship,4,2,191,2,high,M,65,3082,Yes
A,Ship,2,3,110,5,low,M,3,4124,No
B,Ship,4,1,208,2,low,M,6,5266,No
F,Ship,4,1,234,3,high,M,10,4375,No
D,Ship,3,5,251,10,medium,M,9,5962,No
F,Ship,6,4,244,4,low,M,1,1130,Yes
B,Ship,7,4,296,4,low,F,8,1717,Yes
F,Ship,3,3,232,3,low,F,9,5016,Yes
D,Ship,5,5,203,5,medium,M,1,5356,Yes
F,Road,4,5,268,6,medium,F,7,4709,No
F,Ship,3,4,207,7,medium,F,46,2670,Yes
C,Ship,4,1,252,3,medium,M,4,5540,No
F,Ship,3,4,247,3,medium,M,9,5383,No
F,Ship,3,1,157,2,high,M,19,1898,Yes
D,Ship,3,3,171,4,low,M,8,4502,No
B,Ship,3,5,219,3,low,F,54,3145,Yes
B,Flight,3,5,167,2,low,M,5,5042,Yes
B,Ship,4,1,257,2,low,M,7,4869,No
A,Ship,4,3,167,2,medium,F,2,5544,No
F,Ship,2,4,224,2,low,M,8,4754,No
C,Flight,4,4,269,10,high,F,3,4488,No
B,Ship,3,5,212,3,medium,M,7,4411,Yes
F,Ship,4,2,232,5,medium,F,3,1500,No
F,Road,4,3,180,3,medium,M,4,5471,No
F,Ship,6,3,295,5,low,M,4,1392,No
B,Ship,2,5,264,5,medium,F,1,4426,No
A,Ship,3,5,216,4,low,F,3,4934,No
B,Road,3,4,157,2,medium,M,12,1694,Yes
A,Ship,6,4,209,5,low,F,53,3169,Yes
D,Road,4,5,216,2,low,M,2,4905,No
B,Road,3,2,286,6,high,F,1,5035,Yes
F,Ship,3,4,270,2,low,M,39,3690,Yes
D,Road,4,3,209,2,medium,M,57,3741,Yes
F,Road,5,3,240,5,low,M,4,1389,No
C,Ship,6,3,256,5,low,F,1,1980,No
F,Ship,3,5,228,2,medium,F,3,5208,No
F,Ship,5,1,259,6,low,F,2,1876,No
C,Ship,4,4,243,3,low,F,36,2111,Yes
B,Ship,5,2,218,3,low,M,4,5363,Yes
B,Ship,6,2,266,4,medium,M,3,1090,No
F,Road,4,2,249,5,medium,M,36,3836,Yes
C,Flight,3,5,162,2,high,M,1,4573,Yes
C,Ship,5,2,137,3,low,M,6,4883,No
F,Ship,4,2,231,5,medium,M,8,1562,No
A,Road,6,4,290,4,low,M,3,1710,No
A,Ship,3,1,270,4,low,M,47,3487,Yes
D,Ship,4,2,170,2,medium,M,5,4996,Yes
F,Ship,6,2,251,4,medium,F,6,1864,No
D,Ship,3,5,241,3,low,M,2,4976,Yes
F,Ship,5,1,170,4,high,M,6,5258,Yes
D,Road,6,3,262,6,high,M,5,4506,No
A,Ship,3,4,209,2,low,M,62,2935,Yes
D,Ship,5,3,145,3,low,M,3,4077,Yes
F,Ship,3,3,134,3,medium,F,8,4950,No
B,Flight,3,1,107,3,high,F,13,1861,Yes
D,Flight,5,2,259,2,medium,M,7,4764,No
A,Flight,3,4,255,4,low,M,10,4107,No
B,Ship,6,3,304,5,medium,F,10,1254,Yes
F,Flight,2,5,157,3,medium,F,4,4888,No
A,Ship,4,4,173,5,medium,F,51,1691,Yes
F,Ship,4,3,238,2,low,M,7,5808,Yes
C,Road,3,1,223,3,low,M,8,5318,No
F,Ship,4,4,268,3,low,F,9,4118,Yes
A,Ship,6,3,100,4,low,M,3,5756,No
F,Ship,3,3,218,3,medium,M,48,3425,Yes
A,Ship,5,1,219,3,low,M,14,2447,Yes
B,Flight,5,3,260,5,medium,M,8,1001,No
B,Ship,3,2,226,3,medium,M,3,4940,Yes
D,Ship,3,2,279,6,medium,M,1,5855,No
F,Ship,5,4,219,5,low,M,10,1363,Yes
B,Ship,3,3,234,3,medium,F,8,2334,Yes
F,Ship,5,4,131,6,low,M,8,4005,Yes
C,Ship,5,5,273,4,low,M,7,4064,Yes
F,Ship,3,2,234,3,medium,M,39,2099,Yes
D,Ship,3,1,221,4,medium,F,8,5971,No
D,Ship,5,3,225,7,medium,F,17,3516,Yes
A,Ship,3,5,271,2,medium,F,6,4020,Yes
D,Flight,4,3,153,4,low,M,36,1171,Yes
F,Ship,7,3,296,4,low,M,4,1392,No
D,Ship,6,2,173,3,medium,F,4,5970,No
F,Ship,3,5,178,3,low,F,3,5540,No
F,Road,6,3,276,4,low,F,5,1637,Yes
C,Ship,6,5,111,6,high,F,28,1216,Yes
D,Ship,5,2,96,2,low,F,50,1186,Yes
A,Ship,5,2,247,3,medium,F,3,4698,Yes
D,Road,2,5,170,5,low,F,10,5621,Yes
F,Ship,2,1,166,3,medium,F,7,5990,Yes
F,Road,4,3,162,2,medium,F,58,1708,Yes
F,Flight,3,4,164,10,medium,F,10,4134,No
D,Ship,4,3,141,3,low,F,2,1915,Yes
C,Flight,3,1,157,2,medium,M,7,5560,No
D,Road,4,1,190,3,low,F,32,2774,Yes
C,Ship,3,2,204,4,medium,M,7,4768,No
F,Ship,4,5,159,5,medium,F,2,5654,Yes
B,Ship,4,1,173,4,low,F,1,5789,No
F,Ship,3,4,185,2,medium,M,8,5449,Yes
D,Road,4,1,245,6,low,F,7,1884,Yes
C,Road,6,1,302,4,low,F,1,1622,Yes
C,Ship,3,1,164,3,medium,F,9,1803,Yes
F,Ship,3,1,189,3,low,F,3,5866,Yes
F,Ship,2,4,245,2,medium,F,3,5850,Yes
A,Flight,5,3,96,4,medium,F,12,1655,Yes
A,Road,4,5,180,4,high,F,10,5176,Yes
F,Ship,4,1,225,2,medium,M,5,5714,Yes
C,Ship,6,1,236,4,low,F,10,2030,Yes
C,Road,4,3,206,2,low,M,9,5076,Yes
C,Ship,4,1,208,7,high,M,8,2193,Yes
C,Flight,3,1,155,3,medium,F,6,5113,Yes
A,Ship,5,3,242,3,low,F,10,4889,Yes
D,Ship,4,5,233,4,low,F,44,2551,Yes
A,Ship,6,5,285,7,medium,M,9,4112,No
A,Ship,4,3,225,5,medium,M,3,1224,No
B,Ship,2,2,168,2,medium,F,2,1227,Yes
C,Ship,3,2,150,2,medium,M,5,5264,No
C,Ship,3,4,199,3,low,M,7,5089,No
F,Ship,3,2,215,2,low,F,7,4305,No
A,Ship,5,2,158,3,medium,M,16,1499,Yes
A,Ship,4,1,141,2,low,M,10,1340,Yes
F,Flight,5,2,143,3,medium,M,12,1802,Yes
B,Ship,4,3,246,3,low,F,5,4710,No
C,Ship,3,4,172,2,low,M,5,5919,No
C,Flight,5,5,268,3,medium,M,2,4459,Yes
B,Road,7,5,291,4,high,M,6,1135,No
D,Flight,4,1,183,4,low,M,9,5157,No
A,Ship,5,2,158,3,low,M,4,4324,No
C,Ship,5,5,260,2,medium,F,55,2791,Yes
B,Ship,5,2,265,2,medium,F,7,5464,Yes
C,Ship,4,2,201,8,medium,F,9,5146,No
B,Ship,5,2,239,2,medium,F,15,2471,Yes
C,Ship,4,4,274,6,low,M,10,1355,Yes
C,Ship,5,2,173,3,low,M,8,4797,Yes
A,Road,3,4,211,2,low,M,6,6000,No
A,Ship,3,5,185,2,medium,M,27,3624,Yes
A,Road,3,5,246,3,low,F,2,5556,Yes
F,Road,4,3,219,6,medium,F,2,1634,No
F,Road,4,5,237,5,medium,M,4,4917,No
F,Ship,6,1,309,4,medium,M,9,1305,No
C,Ship,5,1,257,5,medium,M,1,1102,Yes
D,Flight,3,1,214,2,low,F,50,2720,Yes
D,Ship,6,1,300,5,low,F,10,1787,No
A,Flight,3,2,223,4,medium,M,3,5374,No
B,Ship,3,1,226,3,high,M,2,4831,Yes
B,Ship,2,3,134,10,high,F,1,5632,No
A,Ship,5,1,233,5,medium,F,6,1631,Yes
D,Road,4,1,258,3,medium,M,2,4188,No
A,Ship,3,3,220,3,high,F,6,5269,Yes
A,Flight,4,2,238,2,medium,F,9,4937,No
D,Ship,3,4,232,3,medium,F,1,4228,Yes
A,Ship,5,4,134,2,low,F,20,1549,Yes
F,Flight,3,2,150,2,low,M,53,1319,Yes
A,Ship,4,4,236,2,medium,F,6,5101,Yes
F,Flight,4,4,207,3,low,M,20,2637,Yes
B,Flight,6,2,169,2,medium,M,9,5580,No
C,Road,5,2,244,2,low,M,10,5696,No
B,Ship,3,3,235,3,low,M,5,3065,Yes
A,Flight,3,1,222,3,medium,F,8,4650,Yes
C,Ship,5,1,248,3,low,M,37,3830,Yes
C,Ship,4,3,266,3,medium,M,8,4493,No
D,Ship,6,2,292,4,medium,M,2,1149,Yes
B,Ship,6,1,185,4,high,F,10,5254,Yes
F,Ship,4,2,170,10,medium,F,4,4696,Yes
A,Flight,3,2,278,4,medium,M,9,1631,No
D,Road,5,3,136,3,medium,F,13,1446,Yes
F,Road,7,3,279,4,medium,M,8,1060,No
C,Flight,3,1,266,7,low,M,5,4102,Yes
D,Road,5,2,130,4,high,M,4,4371,No
C,Ship,3,2,179,8,high,M,3,4584,No
A,Ship,3,3,148,2,low,M,39,1402,Yes
F,Ship,4,4,176,4,high,F,63,1293,Yes
F,Ship,3,5,250,2,low,F,9,1205,No
B,Flight,3,1,178,3,low,M,3,4811,No
D,Ship,6,2,306,4,low,F,1,1815,Yes
D,Ship,2,4,252,4,medium,M,4,4787,No
D,Ship,2,3,172,3,medium,F,11,1522,Yes
A,Road,4,2,164,4,low,M,2,5008,No
D,Flight,3,5,168,5,medium,M,9,5731,Yes
F,Flight,3,1,158,5,low,M,9,1537,Yes
F,Ship,5,1,241,5,low,F,5,1116,Yes
F,Ship,5,3,250,3,medium,M,4,4343,No
A,Road,5,1,268,5,medium,M,1,4704,No
C,Road,3,4,261,2,medium,F,52,3340,Yes
F,Ship,3,3,190,7,medium,F,7,2400,Yes
A,Ship,3,4,179,3,high,M,57,1582,Yes
B,Ship,2,5,140,4,high,F,2,4636,Yes
F,Ship,2,3,266,2,low,M,1,5356,No
B,Road,5,5,161,5,high,F,54,1511,Yes
B,Road,4,3,190,10,low,M,34,3935,Yes
B,Ship,2,3,164,2,low,M,56,1491,Yes
A,Ship,6,1,282,4,low,M,7,1758,No
C,Flight,5,2,276,6,medium,F,6,1043,No
F,Flight,4,5,275,6,medium,M,10,1400,Yes
B,Ship,3,1,231,3,medium,F,33,2755,Yes
D,Ship,2,4,172,5,low,M,4,4668,No
D,Road,6,4,116,3,low,M,6,4649,No
B,Ship,6,4,221,5,low,M,9,4360,No
F,Ship,3,2,213,2,medium,F,54,2809,Yes
A,Ship,5,3,229,2,medium,M,10,5149,No
B,Ship,5,1,279,4,low,F,3,1499,No
D,Ship,4,3,223,3,medium,F,9,5897,No
B,Ship,4,1,143,2,medium,M,3,1996,Yes
C,Road,4,4,199,3,low,F,9,5016,No
D,Ship,5,2,287,3,medium,F,3,4903,Yes
C,Ship,7,3,262,4,low,F,1,1384,Yes
C,Ship,4,3,249,3,low,M,4,4811,No
F,Flight,5,2,221,5,medium,M,10,1160,No
F,Ship,4,2,271,3,medium,F,4,4186,Yes
F,Flight,4,3,181,3,low,F,5,5398,Yes
A,Road,6,2,304,4,low,M,2,1256,Yes
B,Ship,6,1,232,6,low,M,4,5877,No
F,Flight,5,2,152,3,medium,M,4,4699,Yes
F,Ship,2,3,145,3,medium,F,24,7588,Yes
A,Ship,4,5,245,3,low,F,7,4297,No
F,Flight,3,2,215,4,low,F,3,4042,No
F,Flight,7,5,308,5,medium,M,6,1154,No
C,Ship,3,3,264,2,low,M,2,4350,No
B,Flight,5,5,173,3,low,M,4,5265,Yes
F,Ship,6,5,185,3,high,F,1,5399,Yes
C,Ship,3,1,141,3,low,M,6,1361,Yes
D,Ship,5,3,257,5,medium,M,5,4183,No
D,Road,4,4,222,3,medium,M,2,5140,No
F,Road,6,1,250,2,medium,M,4,4016,No
D,Ship,3,5,244,3,low,F,8,3154,Yes
D,Flight,3,3,203,3,medium,M,29,3261,Yes
F,Ship,6,4,210,5,medium,M,2,4651,No
F,Ship,6,2,272,5,low,M,8,1045,No
A,Flight,6,4,144,4,low,F,5,4631,No
A,Ship,6,3,281,4,medium,F,8,1884,No
C,Flight,4,2,257,4,high,M,58,2269,Yes
D,Ship,6,5,176,4,medium,M,31,1262,Yes
C,Road,4,5,273,2,low,F,9,5724,No
B,Ship,7,4,243,4,medium,F,6,1362,Yes
A,Ship,3,2,174,3,low,M,4,1337,Yes
C,Ship,6,3,155,2,medium,F,1,4182,Yes
A,Road,6,1,278,4,medium,M,6,1576,No
A,Ship,2,1,174,3,medium,F,12,1358,Yes
F,Road,3,1,199,3,medium,F,7,4377,Yes
C,Ship,3,1,140,4,low,M,27,1184,Yes
C,Ship,5,2,246,5,medium,F,9,1876,No
F,Ship,5,3,255,6,medium,F,1,5874,No
B,Ship,3,4,172,6,medium,F,1,4618,No
F,Flight,4,5,247,5,medium,M,6,1737,No
D,Flight,4,1,228,5,low,F,6,1727,Yes
F,Ship,4,5,175,2,low,M,40,1270,Yes
C,Flight,3,5,208,4,medium,M,12,3181,Yes
B,Ship,5,2,249,5,low,F,8,1018,Yes
F,Ship,4,5,196,4,low,M,10,1694,Yes
D,Ship,3,3,231,3,medium,F,9,4623,Yes
C,Ship,5,5,162,4,low,M,8,1311,No
C,Ship,3,4,184,3,low,M,7,5438,No
C,Road,4,3,259,3,low,F,1,4914,Yes
A,Ship,4,4,239,3,low,M,4,4756,No
D,Flight,2,4,170,5,low,M,10,5448,No
D,Ship,5,4,120,4,high,M,1,4183,No
B,Ship,5,2,190,2,low,M,1,5005,No
C,Road,4,4,169,3,low,M,23,1058,Yes
F,Ship,4,1,213,3,low,F,21,3585,Yes
C,Flight,3,1,205,3,medium,M,39,3062,Yes
B,Ship,4,1,241,2,low,F,39,2935,Yes
F,Road,4,4,238,4,high,M,1,5702,Yes
F,Ship,4,5,228,5,low,M,9,1381,No
D,Road,5,5,160,3,medium,M,55,1911,Yes
F,Ship,4,4,161,2,medium,M,59,1941,Yes
F,Ship,3,2,132,2,medium,M,6,1185,Yes
A,Ship,3,2,137,3,low,F,4,5617,No
C,Ship,3,5,267,2,medium,M,4,4703,No
F,Ship,4,4,158,2,medium,M,15,1030,Yes
D,Ship,5,3,162,2,low,F,14,1045,Yes
C,Ship,4,1,187,3,medium,M,8,5872,No
F,Ship,5,1,269,3,medium,F,2,2136,Yes
B,Ship,3,1,185,2,low,F,41,3787,Yes
B,Flight,5,1,266,5,medium,F,2,1798,No
C,Flight,2,4,114,5,high,M,3,4423,No
D,Flight,5,2,197,4,high,M,4,4339,Yes
B,Ship,4,1,227,2,high,M,60,3080,Yes
B,Ship,4,5,189,2,medium,M,6,5439,Yes
C,Ship,3,1,175,3,low,M,6,4695,No
A,Ship,5,4,275,2,medium,M,10,5395,Yes
F,Ship,4,3,174,2,low,M,10,5554,No
C,Ship,4,2,238,2,high,M,17,3358,Yes
F,Ship,4,2,264,2,low,F,9,4490,No
F,Ship,5,2,263,2,medium,F,51,1657,Yes
D,Ship,4,2,233,4,high,F,6,5256,No
B,Ship,3,1,244,3,medium,F,1,5695,Yes
F,Flight,4,4,155,3,medium,M,6,5033,Yes
C,Flight,4,5,221,3,low,F,6,5895,No
F,Ship,5,3,243,3,medium,F,10,4524,Yes
A,Flight,4,5,234,3,low,M,5,5213,No
D,Road,4,1,176,3,medium,F,36,1891,Yes
D,Ship,3,3,169,3,high,M,1,4647,No
D,Road,3,1,178,4,medium,M,9,4298,No
B,Road,5,5,268,4,low,F,9,4208,No
C,Road,4,5,253,2,medium,F,43,2589,Yes
C,Ship,3,3,192,7,high,F,36,3634,Yes
C,Ship,3,1,173,3,low,F,3,4453,Yes
C,Flight,4,5,210,2,medium,M,5,5683,No
F,Road,6,2,248,4,low,F,10,1563,Yes
C,Road,4,1,273,4,low,F,54,2611,Yes
B,Ship,5,4,140,3,high,F,56,1332,Yes
A,Ship,3,4,228,2,medium,M,46,3306,Yes
C,Flight,4,3,155,3,high,F,2,4534,No
D,Ship,4,3,192,4,low,F,3,1406,Yes
A,Ship,5,3,222,3,low,F,6,4744,Yes
B,Ship,3,4,268,2,medium,M,8,1991,Yes
